field	type	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
D55EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D55HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D55LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D55LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D55NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D55NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D55PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D55PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D56CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d56ca"	
D56CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D56DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d56da"	
D56EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D56HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D56LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D56LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D56NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D56NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D56PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D56PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D57CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d57ca"	
D57CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D57DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d57da"	
D57EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D57HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D57LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D57LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D57NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D57NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D57PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D57PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D58CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d58ca"	
D58CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D58DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d58da"	
D58EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D58HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D58LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D58LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D58NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D58NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D58PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D58PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D59CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d59ca"	
D59CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D59DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d59da"	
D59EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D59HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D59LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D59LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D59NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D59NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D59PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D59PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D60CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d60ca"	
D60CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D60DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d60da"	
D60EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D60HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D60LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D60LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D60NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D60NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D60PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D60PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D61CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d61ca"	
D61CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D61DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d61da"	
D61EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D61HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D61LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D61LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D61NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D61NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D61PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D61PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D62CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d62ca"	
D62CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D62DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d62da"	
D62EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D62HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D62LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D62LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D62NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D62NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D62PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D62PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D63CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d63ca"	
D63CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D63DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d63da"	
D63EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D63HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D63LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D63LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D63NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D63NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D63PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D63PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D64CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d64ca"	
D64CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D64DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d64da"	
D64EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D64HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D64LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D64LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D64NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D64NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D64PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D64PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D65CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d65ca"	
D65CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D65DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d65da"	
D65EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D65HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D65LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D65LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D65NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D65NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D65PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D65PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D66CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d66ca"	
D66CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D66DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d66da"	
D66EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D66HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D66LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D66LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D66NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D66NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D66PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D66PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D67CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d67ca"	
D67CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D67DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d67da"	
D67EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D67HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D67LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D67LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D67NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D67NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D67PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D67PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D68CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d68ca"	
D68CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D68DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d68da"	
D68EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D68HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D68LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D68LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D68NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D68NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D68PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D68PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D69CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d69ca"	
D69CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D69DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d69da"	
D69EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D69HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D69LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D69LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D69NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D69NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D69PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D69PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D70CA	DBF_NOACCESS	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d70ca"	
D70CV	DBF_FLOAT	ASL0			"Current Value"	SPC_NOMOD		1				
D70DA	DBF_NOACCESS	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d70da"	
D70EU	DBF_STRING	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D70HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"High Oper Range"			1				
D70LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D70LV	DBF_FLOAT	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D70NE	DBF_ULONG	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D70NV	DBF_MENU				"PV Status"	SPC_NOMOD		1				sscanP1NV
D70PR	DBF_SHORT	ASL0		GUI_HIST	"Display Precision"			1				
D70PV	DBF_STRING	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
DATA	DBF_SHORT				"Scan data ready"	SPC_NOMOD						
DDLY	DBF_FLOAT	ASL0		GUI_INPUTS	"Detector-settling delay"	SPC_MOD		1				
DESC	DBF_STRING			GUI_COMMON	"Descriptor"					41		
DISA	DBF_SHORT				"Disable"							
DISP	DBF_UCHAR				"Disable putField"							
DISS	DBF_MENU			GUI_SCAN	"Disable Alarm Sevrty"			1				menuAlarmSevr
DISV	DBF_SHORT		"1"	GUI_SCAN	"Disable Value"							
DPT	DBF_LONG				"Desired Point"	119		1				
DPVT	DBF_NOACCESS				"Device Private"	SPC_NOMOD		4			"void             *dpvt"	
DSET	DBF_NOACCESS				"DSET address"	SPC_NOMOD		4			"struct dset      *dset"	
DSTATE	DBF_MENU	ASL0		GUI_COMMON	"Data state"	SPC_NOMOD		1				sscanDSTATE
DTYP	DBF_DEVICE			GUI_LINKS	"Device Type"			1				
EVNT	DBF_SHORT			GUI_SCAN	"Event Number"	SPC_SCAN		1				
EXSC	DBF_SHORT	ASL0			"Execute Scan"	SPC_MOD	TRUE	1				
FAZE	DBF_MENU	ASL0			"Scan phase"	SPC_NOMOD		1				sscanFAZE
FFO	DBF_MENU	ASL0		GUI_OUTPUT	"Freeze Flag Override"	117		1				sscanFFO
FLNK	DBF_FWDLINK			GUI_LINKS	"Forward Process Link"			1				
FPTS	DBF_MENU	ASL0	"FREEZE"	GUI_OUTPUT	"Freeze Num of Points"	118		1				sscanFPTS
KILL	DBF_UCHAR				"Abort right now"	SPC_NOMOD						
LCNT	DBF_UCHAR				"Lock Count"	SPC_NOMOD		2				
LPAU	DBF_MENU	ASL0	"GO"		"Last value of Go/Pause"	SPC_NOMOD						sscanPAUS
LSET	DBF_NOACCESS				"Lock Set"	SPC_NOMOD		4			"struct lockRecord *lset"	
MLIS	DBF_NOACCESS				"Monitor List"	SPC_NOMOD		4			"ELLLIST          mlis"	
MLOK	DBF_NOACCESS				"Monitor lock"	SPC_NOMOD		4			"epicsMutexId     mlok"	
MPTS	DBF_LONG		"100"	GUI_LINKS	"Max # of Points"	SPC_NOMOD		1				
NAME	DBF_STRING				"Record Name"	SPC_NOMOD				61		
NPTS	DBF_LONG	ASL0	"100"	GUI_LINKS	"Number of Points"	116		1				
NSEV	DBF_MENU				"New Alarm Severity"	SPC_NOMOD		2				menuAlarmSevr
NSTA	DBF_MENU				"New Alarm Status"	SPC_NOMOD		2				menuAlarmStat
P1AR	DBF_MENU	ASL0		GUI_OUTPUT	"P1 Absolute/Relative"			1				sscanP1AR
P1CA	DBF_NOACCESS	ASL0			"P1 Current Readback Array"	SPC_DBADDR				4	"double *         p1ca"	
P1CP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P1 Center Position"	114		1				
P1CV	DBF_DOUBLE				"P1 Current Value"	SPC_NOMOD		1				
P1DV	DBF_DOUBLE				"P1 Desired Value"	SPC_MOD		1				
P1EP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P1 End Position"	113		1				
P1EU	DBF_STRING	ASL0		GUI_COMPRESS	"P1 Engineering Units"			1		16		
P1FC	DBF_MENU	ASL0		GUI_OUTPUT	"P1 Freeze Center Pos"	118		1				sscanFPTS
P1FE	DBF_MENU	ASL0		GUI_OUTPUT	"P1 Freeze End Pos"	118		1				sscanFPTS
P1FI	DBF_MENU	ASL0		GUI_OUTPUT	"P1 Freeze Step Inc"	118		1				sscanFPTS
P1FS	DBF_MENU	ASL0		GUI_OUTPUT	"P1 Freeze Start Pos"	118		1				sscanFPTS
P1FW	DBF_MENU	ASL0		GUI_OUTPUT	"P1 Freeze Width"	118		1				sscanFPTS
P1HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P1 High Oper Range"			1				
P1LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P1 Low  Oper Range"			1				
P1LV	DBF_DOUBLE				"P1 Last Value Posted"	SPC_NOMOD		1				
P1NV	DBF_MENU				"P1  PV Status"	SPC_NOMOD		1				sscanP1NV
P1PA	DBF_NOACCESS	ASL0			"P1 Step Array"	SPC_DBADDR				4	"double *         p1pa"	
P1PP	DBF_DOUBLE				"P1 Previous Position"	SPC_NOMOD		1				
P1PR	DBF_SHORT	ASL0		GUI_HIST	"P1 Display Precision"			1				
P1PV	DBF_STRING	ASL0		GUI_CALC	"Positioner 1 PV Name"	SPC_MOD		1		40		
P1RA	DBF_NOACCESS	ASL0			"P1 Readback Array"	SPC_DBADDR				4	"double *         p1ra"	
P1SI	DBF_DOUBLE	ASL0		GUI_INPUTS	"P1 Step Increment"	112		1				
P1SM	DBF_MENU	ASL0		GUI_OUTPUT	"P1 Step Mode"	120		1				sscanP1SM
P1SP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P1 Start Position"	111		1				
P1WD	DBF_DOUBLE	ASL0		GUI_INPUTS	"P1 Scan Width"	115		1				
P2AR	DBF_MENU	ASL0		GUI_OUTPUT	"P2 Absolute/Relative"			1				sscanP1AR
P2CA	DBF_NOACCESS	ASL0			"P2 Current Readback Array"	SPC_DBADDR				4	"double *         p2ca"	
P2CP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P2 Center Position"	114		1				
P2CV	DBF_DOUBLE				"P2 Current Value"	SPC_NOMOD		1				
P2DV	DBF_DOUBLE				"P2 Desired Value"	SPC_MOD		1				
P2EP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P2 End Position"	113		1				
P2EU	DBF_STRING	ASL0		GUI_COMPRESS	"P2 Engineering Units"			1		16		
P2FC	DBF_MENU	ASL0		GUI_OUTPUT	"P2 Freeze Center Pos"	118		1				sscanFPTS
P2FE	DBF_MENU	ASL0		GUI_OUTPUT	"P2 Freeze End Pos"	118		1				sscanFPTS
P2FI	DBF_MENU	ASL0		GUI_OUTPUT	"P2 Freeze Step Inc"	118		1				sscanFPTS
P2FS	DBF_MENU	ASL0		GUI_OUTPUT	"P2 Freeze Start Pos"	118		1				sscanFPTS
P2FW	DBF_MENU	ASL0		GUI_OUTPUT	"P2 Freeze Width"	118		1				sscanFPTS
P2HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P2 High Oper Range"			1				
P2LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P2 Low  Oper Range"			1				
P2LV	DBF_DOUBLE				"P2 Last Value Posted"	SPC_NOMOD		1				
P2NV	DBF_MENU				"P2  PV Status"	SPC_NOMOD		1				sscanP1NV
P2PA	DBF_NOACCESS	ASL0			"P2 Step Array"	SPC_DBADDR				4	"double *         p2pa"	
P2PP	DBF_DOUBLE				"P2 Previous Position"	SPC_NOMOD		1				
P2PR	DBF_SHORT	ASL0		GUI_HIST	"P2 Display Precision"			1				
P2PV	DBF_STRING	ASL0		GUI_CALC	"Positioner 2 PV Name"	SPC_MOD		1		40		
P2RA	DBF_NOACCESS	ASL0			"P2 Readback Array"	SPC_DBADDR				4	"double *         p2ra"	
P2SI	DBF_DOUBLE	ASL0		GUI_INPUTS	"P2 Step Increment"	112		1				
P2SM	DBF_MENU	ASL0		GUI_OUTPUT	"P2 Step Mode"	120		1				sscanP1SM
P2SP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P2 Start Position"	111		1				
P2WD	DBF_DOUBLE	ASL0		GUI_INPUTS	"P2 Scan Width"	115		1				
P3AR	DBF_MENU	ASL0		GUI_OUTPUT	"P3 Absolute/Relative"			1				sscanP1AR
P3CA	DBF_NOACCESS	ASL0			"P3 Current Readback Array"	SPC_DBADDR				4	"double *         p3ca"	
P3CP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P3 Center Position"	114		1				
P3CV	DBF_DOUBLE				"P3 Current Value"	SPC_NOMOD		1				
P3DV	DBF_DOUBLE				"P3 Desired Value"	SPC_MOD		1				
P3EP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P3 End Position"	113		1				
P3EU	DBF_STRING	ASL0		GUI_COMPRESS	"P3 Engineering Units"			1		16		
P3FC	DBF_MENU	ASL0		GUI_OUTPUT	"P3 Freeze Center Pos"	118		1				sscanFPTS
P3FE	DBF_MENU	ASL0		GUI_OUTPUT	"P3 Freeze End Pos"	118		1				sscanFPTS
P3FI	DBF_MENU	ASL0		GUI_OUTPUT	"P3 Freeze Step Inc"	118		1				sscanFPTS
P3FS	DBF_MENU	ASL0		GUI_OUTPUT	"P3 Freeze Start Pos"	118		1				sscanFPTS
P3FW	DBF_MENU	ASL0		GUI_OUTPUT	"P3 Freeze Width"	118		1				sscanFPTS
P3HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P3 High Oper Range"			1				
P3LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P3 Low  Oper Range"			1				
P3LV	DBF_DOUBLE				"P3 Last Value Posted"	SPC_NOMOD		1				
P3NV	DBF_MENU				"P3  PV Status"	SPC_NOMOD		1				sscanP1NV
P3PA	DBF_NOACCESS	ASL0			"P3 Step Array"	SPC_DBADDR				4	"double *         p3pa"	
P3PP	DBF_DOUBLE				"P3 Previous Position"	SPC_NOMOD		1				
P3PR	DBF_SHORT	ASL0		GUI_HIST	"P3 Display Precision"			1				
P3PV	DBF_STRING	ASL0		GUI_CALC	"Positioner 3 PV Name"	SPC_MOD		1		40		
P3RA	DBF_NOACCESS	ASL0			"P3 Readback Array"	SPC_DBADDR				4	"double *         p3ra"	
P3SI	DBF_DOUBLE	ASL0		GUI_INPUTS	"P3 Step Increment"	112		1				
P3SM	DBF_MENU	ASL0		GUI_OUTPUT	"P3 Step Mode"	120		1				sscanP1SM
P3SP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P3 Start Position"	111		1				
P3WD	DBF_DOUBLE	ASL0		GUI_INPUTS	"P3 Scan Width"	115		1				
P4AR	DBF_MENU	ASL0		GUI_OUTPUT	"P4 Absolute/Relative"			1				sscanP1AR
P4CA	DBF_NOACCESS	ASL0			"P4 Current Readback Array"	SPC_DBADDR				4	"double *         p4ca"	
P4CP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P4 Center Position"	114		1				
P4CV	DBF_DOUBLE				"P4 Current Value"	SPC_NOMOD		1				
P4DV	DBF_DOUBLE				"P4 Desired Value"	SPC_MOD		1				
P4EP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P4 End Position"	113		1				
P4EU	DBF_STRING	ASL0		GUI_COMPRESS	"P4 Engineering Units"			1		16		
P4FC	DBF_MENU	ASL0		GUI_OUTPUT	"P4 Freeze Center Pos"	118		1				sscanFPTS
P4FE	DBF_MENU	ASL0		GUI_OUTPUT	"P4 Freeze End Pos"	118		1				sscanFPTS
P4FI	DBF_MENU	ASL0		GUI_OUTPUT	"P4 Freeze Step Inc"	118		1				sscanFPTS
P4FS	DBF_MENU	ASL0		GUI_OUTPUT	"P4 Freeze Start Pos"	118		1				sscanFPTS
P4FW	DBF_MENU	ASL0		GUI_OUTPUT	"P4 Freeze Width"	118		1				sscanFPTS
P4HR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P4 High Oper Range"			1				
P4LR	DBF_DOUBLE	ASL0		GUI_CONVERT	"P4 Low  Oper Range"			1				
P4LV	DBF_DOUBLE				"P4 Last Value Posted"	SPC_NOMOD		1				
P4NV	DBF_MENU				"P4  PV Status"	SPC_NOMOD		1				sscanP1NV
P4PA	DBF_NOACCESS	ASL0			"P4 Step Array"	SPC_DBADDR				4	"double *         p4pa"	
P4PP	DBF_DOUBLE				"P4 Previous Position"	SPC_NOMOD		1				
P4PR	DBF_SHORT	ASL0		GUI_HIST	"P4 Display Precision"			1				
P4PV	DBF_STRING	ASL0		GUI_CALC	"Positioner 4 PV Name"	SPC_MOD		1		40		
P4RA	DBF_NOACCESS	ASL0			"P4 Readback Array"	SPC_DBADDR				4	"double *         p4ra"	
P4SI	DBF_DOUBLE	ASL0		GUI_INPUTS	"P4 Step Increment"	112		1				
P4SM	DBF_MENU	ASL0		GUI_OUTPUT	"P4 Step Mode"	120		1				sscanP1SM
P4SP	DBF_DOUBLE	ASL0		GUI_INPUTS	"P4 Start Position"	111		1				
P4WD	DBF_DOUBLE	ASL0		GUI_INPUTS	"P4 Scan Width"	115		1				
PACT	DBF_UCHAR				"Record active"	SPC_NOMOD		1				
PASM	DBF_MENU	ASL0		GUI_OUTPUT	"After Scan Mode"			1				sscanPASM
PAUS	DBF_MENU	ASL0	"GO"		"Go/Pause control"	SPC_MOD		1				sscanPAUS
PCPT	DBF_LONG				"Point ofLast Posting"	SPC_NOMOD		1				
PDLY	DBF_FLOAT	ASL0		GUI_INPUTS	"Positioner-settling delay"	SPC_MOD		1				
